District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Crop_Label_22,Season_enc,District_enc,Crop_enc,Crop_22_enc,Production_log
Jashore,Kharif 2,Motor,655,21.4,49.03,21.26,7.06,22.5,15.0,30,82.5,90,75,134.2247474747475,288,mothbeans,1,22,21,9,5.666426688112432
Jhallokati,Kharif 2,Motor,28,20.24,46.37,18.74,6.8,22.5,15.0,30,82.5,90,75,175.42564102564103,15,mothbeans,1,23,21,9,2.772588722239781
Jhenaidah,Kharif 2,Motor,671,20.87,42.77,21.99,6.8,22.5,15.0,30,82.5,90,75,134.2247474747475,251,mothbeans,1,24,21,9,5.529429087511423
Joypurhat,Kharif 2,Motor,17,20.3,48.79,20.25,6.92,22.5,15.0,30,82.5,90,75,142.85416666666666,8,mothbeans,1,25,21,9,2.1972245773362196
Khagrachari,Kharif 2,Motor,104,21.22,42.5,19.51,6.65,22.5,15.0,30,82.5,90,75,204.11111111111111,43,mothbeans,1,26,21,9,3.784189633918261
Khulna,Kharif 2,Motor,16,23.64,47.81,19.87,6.86,22.5,15.0,30,82.5,90,75,144.96843434343435,5,mothbeans,1,27,21,9,1.791759469228055
Kishoreganj,Kharif 2,Motor,10,19.68,44.07,21.21,6.75,22.5,15.0,30,82.5,90,75,181.08838383838383,3,mothbeans,1,28,21,9,1.3862943611198906
Kurigram,Kharif 2,Motor,47,19.36,53.73,19.52,6.56,22.5,15.0,30,82.5,90,75,179.6013888888889,18,mothbeans,1,29,21,9,2.9444389791664403
Kushtia,Kharif 2,Motor,921,23.33,50.64,19.32,6.9,22.5,15.0,30,82.5,90,75,129.44444444444446,543,mothbeans,1,30,21,9,6.298949246855942
Lakshmipur,Kharif 2,Motor,64,21.17,48.31,19.96,6.78,22.5,15.0,30,82.5,90,75,185.7563131313132,20,mothbeans,1,31,21,9,3.044522437723423
Madaripur,Kharif 2,Motor,1150,22.78,45.57,22.44,6.58,22.5,15.0,30,82.5,90,75,160.41666666666666,450,mothbeans,1,33,21,9,6.111467339502679
Magura,Kharif 2,Motor,1763,20.66,49.58,19.54,7.16,22.5,15.0,30,82.5,90,75,134.2247474747475,557,mothbeans,1,34,21,9,6.324358962381311
Manikganj,Kharif 2,Motor,714,23.79,48.59,21.24,7.01,22.5,15.0,30,82.5,90,75,169.94262295081967,273,mothbeans,1,35,21,9,5.6131281063880705
Meherpur,Kharif 2,Motor,21,22.31,48.77,20.48,7.03,22.5,15.0,30,82.5,90,75,129.44444444444446,9,mothbeans,1,36,21,9,2.302585092994046
Moulvibazar,Kharif 2,Motor,16,20.81,51.68,19.03,6.77,22.5,15.0,30,82.5,90,75,333.72557471264366,7,mothbeans,1,37,21,9,2.0794415416798357
Munshiganj,Kharif 2,Motor,61,24.22,50.12,20.22,6.48,22.5,15.0,30,82.5,90,75,169.94262295081967,59,mothbeans,1,38,21,9,4.0943445622221
Mymensingh,Kharif 2,Motor,117,20.66,48.84,21.18,7.23,22.5,15.0,30,82.5,90,75,181.08838383838383,68,mothbeans,1,39,21,9,4.23410650459726
Naogaon,Kharif 2,Motor,38,22.39,43.24,20.0,6.82,22.5,15.0,30,82.5,90,75,124.92,18,mothbeans,1,40,21,9,2.9444389791664403
Narail,Kharif 2,Motor,896,21.83,45.24,21.68,6.68,22.5,15.0,30,82.5,90,75,134.2247474747475,377,mothbeans,1,41,21,9,5.934894195619588
Narayanganj,Kharif 2,Motor,16,23.11,47.66,21.47,6.92,22.5,15.0,30,82.5,90,75,169.94262295081967,7,mothbeans,1,42,21,9,2.0794415416798357
Natore,Kharif 2,Motor,2048,21.48,44.75,19.67,6.83,22.5,15.0,30,82.5,90,75,124.92,823,mothbeans,1,44,21,9,6.714170529909472
Netrokona,Kharif 2,Motor,33,20.47,54.96,18.92,7.09,22.5,15.0,30,82.5,90,75,181.08838383838383,14,mothbeans,1,45,21,9,2.70805020110221
Nilphamari,Kharif 2,Motor,3,22.03,52.38,19.49,7.05,22.5,15.0,30,82.5,90,75,179.6013888888889,1,mothbeans,1,46,21,9,0.6931471805599453
Noakhali,Kharif 2,Motor,126,20.57,49.74,20.47,6.61,22.5,15.0,30,82.5,90,75,185.7563131313132,49,mothbeans,1,47,21,9,3.912023005428146
Pabna,Kharif 2,Motor,1734,24.03,48.22,20.89,6.69,22.5,15.0,30,82.5,90,75,124.92,854,mothbeans,1,48,21,9,6.75110146893676
Panchagar,Kharif 2,Motor,27,21.62,47.4,17.59,7.03,22.5,15.0,30,82.5,90,75,154.21843434343435,11,mothbeans,1,49,21,9,2.4849066497880004
Rajbari,Kharif 2,Motor,1801,19.71,48.75,19.89,6.54,22.5,15.0,30,82.5,90,75,155.864898989899,756,mothbeans,1,52,21,9,6.6293632534374485
Rajshahi,Kharif 2,Motor,1241,20.19,44.43,21.8,6.73,22.5,15.0,30,82.5,90,75,124.92,727,mothbeans,1,53,21,9,6.590301048196686
Rangamati,Kharif 2,Motor,152,22.98,48.97,20.74,6.77,22.5,15.0,30,82.5,90,75,204.11111111111111,88,mothbeans,1,54,21,9,4.48863636973214
Rangpur,Kharif 2,Motor,4,20.59,47.56,21.82,6.76,22.5,15.0,30,82.5,90,75,179.6013888888889,2,mothbeans,1,55,21,9,1.0986122886681098
Satkhira,Kharif 2,Motor,9,20.09,42.51,19.97,6.72,22.5,15.0,30,82.5,90,75,140.35353535353536,3,mothbeans,1,56,21,9,1.3862943611198906
Shariatpur,Kharif 2,Motor,305,22.13,45.53,21.37,6.61,22.5,15.0,30,82.5,90,75,155.864898989899,172,mothbeans,1,57,21,9,5.153291594497779
Sherpur,Kharif 2,Motor,11,22.97,46.82,22.21,7.3,22.5,15.0,30,82.5,90,75,181.08838383838383,4,mothbeans,1,58,21,9,1.6094379124341003
Sirajganj,Kharif 2,Motor,10,22.36,53.45,21.82,7.21,22.5,15.0,30,82.5,90,75,142.85416666666666,5,mothbeans,1,59,21,9,1.791759469228055
Sylhet,Kharif 2,Motor,12,20.47,44.16,19.92,7.15,22.5,15.0,30,82.5,90,75,333.72557471264366,4,mothbeans,1,61,21,9,1.6094379124341003
Tangail,Kharif 2,Motor,10,19.61,49.41,19.81,6.75,22.5,15.0,30,82.5,90,75,153.4104938271605,3,mothbeans,1,62,21,9,1.3862943611198906
Thakurgaon,Kharif 2,Motor,32,23.37,43.55,20.82,6.86,22.5,15.0,30,82.5,90,75,154.21843434343435,9,mothbeans,1,63,21,9,2.302585092994046
Bagerhat,Kharif 2,Mug,475,20.58,50.35,20.69,6.71,30.0,25.0,35,70.0,80,60,144.96843434343435,130,mungbean,1,0,22,10,4.875197323201151
Bandarban,Kharif 2,Mug,50,20.67,45.94,18.87,6.59,30.0,25.0,35,70.0,80,60,243.94444444444449,19,mungbean,1,1,22,10,2.995732273553991
Barguna,Kharif 2,Mug,13617,22.66,47.01,19.95,6.92,30.0,25.0,35,70.0,80,60,207.8076923076923,4786,mungbean,1,2,22,10,8.473659189392508
Barishal,Kharif 2,Mug,12212,21.69,51.04,17.46,6.75,30.0,25.0,35,70.0,80,60,175.42564102564103,5055,mungbean,1,3,22,10,8.528330935826693
Bhola,Kharif 2,Mug,25459,21.56,43.63,21.59,6.62,30.0,25.0,35,70.0,80,60,185.23090277777777,9303,mungbean,1,4,22,10,9.1381996941985
Bogura,Kharif 2,Mug,11,23.72,43.32,19.26,6.46,30.0,25.0,35,70.0,80,60,142.85416666666666,4,mungbean,1,5,22,10,1.6094379124341003
Brahmanbaria,Kharif 2,Mug,21,20.18,45.62,19.94,6.54,30.0,25.0,35,70.0,80,60,185.7563131313132,7,mungbean,1,6,22,10,2.0794415416798357
Chandpur,Kharif 2,Mug,167,22.16,50.23,19.5,6.39,30.0,25.0,35,70.0,80,60,168.796875,71,mungbean,1,7,22,10,4.276666119016055
Chapai Nawabganj,Kharif 2,Mug,26,21.06,42.97,21.24,6.72,30.0,25.0,35,70.0,80,60,124.92,7,mungbean,1,8,22,10,2.0794415416798357
Chattogram,Kharif 2,Mug,1678,21.33,39.25,16.49,6.48,30.0,25.0,35,70.0,80,60,243.94444444444449,505,mungbean,1,9,22,10,6.226536669287466
Chuadanga,Kharif 2,Mug,1387,22.91,46.0,19.85,6.67,30.0,25.0,35,70.0,80,60,129.44444444444446,791,mungbean,1,10,22,10,6.674561391814426
Cumilla,Kharif 2,Mug,3,21.67,50.68,19.33,6.96,30.0,25.0,35,70.0,80,60,185.7563131313132,2,mungbean,1,12,22,10,1.0986122886681098
Dhaka,Kharif 2,Mug,61,22.34,45.97,21.93,6.71,30.0,25.0,35,70.0,80,60,169.94262295081967,37,mungbean,1,13,22,10,3.6375861597263857
Dinajpur,Kharif 2,Mug,38,20.53,46.11,18.81,6.7,30.0,25.0,35,70.0,80,60,154.21843434343435,12,mungbean,1,14,22,10,2.5649493574615367
Faridpur,Kharif 2,Mug,960,19.93,50.55,20.79,7.1,30.0,25.0,35,70.0,80,60,155.864898989899,350,mungbean,1,15,22,10,5.860786223465865
Feni,Kharif 2,Mug,1381,19.67,41.98,20.29,6.82,30.0,25.0,35,70.0,80,60,248.1727642276423,722,mungbean,1,16,22,10,6.583409222158765
Gaibandha,Kharif 2,Mug,133,18.51,46.18,21.37,6.65,30.0,25.0,35,70.0,80,60,179.6013888888889,54,mungbean,1,17,22,10,4.007333185232471
Gazipur,Kharif 2,Mug,132,23.58,47.82,19.07,6.43,30.0,25.0,35,70.0,80,60,169.94262295081967,35,mungbean,1,18,22,10,3.58351893845611
Gopalganj,Kharif 2,Mug,169,19.6,48.55,19.0,6.8,30.0,25.0,35,70.0,80,60,155.864898989899,67,mungbean,1,19,22,10,4.219507705176107
Jamalpur,Kharif 2,Mug,87,20.64,47.38,20.38,6.59,30.0,25.0,35,70.0,80,60,181.08838383838383,33,mungbean,1,21,22,10,3.5263605246161616
Jashore,Kharif 2,Mug,1638,21.38,40.22,18.03,6.78,30.0,25.0,35,70.0,80,60,134.2247474747475,636,mungbean,1,22,22,10,6.456769655572163
Jhallokati,Kharif 2,Mug,2269,22.02,45.41,19.23,6.65,30.0,25.0,35,70.0,80,60,175.42564102564103,769,mungbean,1,23,22,10,6.646390514847729
Jhenaidah,Kharif 2,Mug,1654,22.07,48.57,20.33,6.68,30.0,25.0,35,70.0,80,60,134.2247474747475,706,mungbean,1,24,22,10,6.561030665896573
Joypurhat,Kharif 2,Mug,18,20.26,44.49,20.87,6.22,30.0,25.0,35,70.0,80,60,142.85416666666666,5,mungbean,1,25,22,10,1.791759469228055
Khulna,Kharif 2,Mug,217,21.35,48.55,16.4,6.92,30.0,25.0,35,70.0,80,60,144.96843434343435,61,mungbean,1,27,22,10,4.127134385045092
Kishoreganj,Kharif 2,Mug,233,20.68,46.31,20.49,6.59,30.0,25.0,35,70.0,80,60,181.08838383838383,86,mungbean,1,28,22,10,4.465908118654584
Kurigram,Kharif 2,Mug,125,23.01,47.76,18.42,6.73,30.0,25.0,35,70.0,80,60,179.6013888888889,46,mungbean,1,29,22,10,3.8501476017100584
Kushtia,Kharif 2,Mug,157,21.61,44.55,17.46,6.57,30.0,25.0,35,70.0,80,60,129.44444444444446,84,mungbean,1,30,22,10,4.442651256490317
Lakshmipur,Kharif 2,Mug,1542,21.92,46.69,16.49,6.79,30.0,25.0,35,70.0,80,60,185.7563131313132,393,mungbean,1,31,22,10,5.976350909297934
Lalmonirhat,Kharif 2,Mug,118,21.82,49.01,20.84,6.68,30.0,25.0,35,70.0,80,60,179.6013888888889,38,mungbean,1,32,22,10,3.6635616461296463
Madaripur,Kharif 2,Mug,480,22.47,47.73,20.02,6.53,30.0,25.0,35,70.0,80,60,160.41666666666666,154,mungbean,1,33,22,10,5.043425116919247
Magura,Kharif 2,Mug,129,21.22,45.62,19.6,6.99,30.0,25.0,35,70.0,80,60,134.2247474747475,29,mungbean,1,34,22,10,3.4011973816621555
Manikganj,Kharif 2,Mug,268,19.36,47.92,21.53,6.91,30.0,25.0,35,70.0,80,60,169.94262295081967,81,mungbean,1,35,22,10,4.406719247264253
Meherpur,Kharif 2,Mug,78,21.49,49.31,20.63,6.6,30.0,25.0,35,70.0,80,60,129.44444444444446,73,mungbean,1,36,22,10,4.30406509320417
Moulvibazar,Kharif 2,Mug,11,20.17,41.46,21.8,6.82,30.0,25.0,35,70.0,80,60,333.72557471264366,3,mungbean,1,37,22,10,1.3862943611198906
Mymensingh,Kharif 2,Mug,154,21.73,46.33,19.83,6.85,30.0,25.0,35,70.0,80,60,181.08838383838383,58,mungbean,1,39,22,10,4.07753744390572
Naogaon,Kharif 2,Mug,158,22.55,48.49,17.94,6.38,30.0,25.0,35,70.0,80,60,124.92,76,mungbean,1,40,22,10,4.343805421853684
Narail,Kharif 2,Mug,385,21.02,50.68,19.6,6.92,30.0,25.0,35,70.0,80,60,134.2247474747475,153,mungbean,1,41,22,10,5.0369526024136295
Narayanganj,Kharif 2,Mug,29,21.38,43.39,19.57,6.61,30.0,25.0,35,70.0,80,60,169.94262295081967,12,mungbean,1,42,22,10,2.5649493574615367
Narsingdi,Kharif 2,Mug,28,23.13,45.27,20.62,6.65,30.0,25.0,35,70.0,80,60,169.94262295081967,8,mungbean,1,43,22,10,2.1972245773362196
Natore,Kharif 2,Mug,10616,21.29,46.46,19.92,7.25,30.0,25.0,35,70.0,80,60,124.92,3964,mungbean,1,44,22,10,8.285261134068948
Netrokona,Kharif 2,Mug,33,24.27,45.06,20.61,6.78,30.0,25.0,35,70.0,80,60,181.08838383838383,10,mungbean,1,45,22,10,2.3978952727983707
Nilphamari,Kharif 2,Mug,11,21.7,52.2,20.71,6.64,30.0,25.0,35,70.0,80,60,179.6013888888889,5,mungbean,1,46,22,10,1.791759469228055
Noakhali,Kharif 2,Mug,7793,18.77,44.85,22.44,6.28,30.0,25.0,35,70.0,80,60,185.7563131313132,2566,mungbean,1,47,22,10,7.8504931808711405
Pabna,Kharif 2,Mug,462,21.94,45.7,19.49,7.0,30.0,25.0,35,70.0,80,60,124.92,194,mungbean,1,48,22,10,5.272999558563747
Panchagar,Kharif 2,Mug,246,21.47,47.86,18.75,6.45,30.0,25.0,35,70.0,80,60,154.21843434343435,140,mungbean,1,49,22,10,4.948759890378168
Patuakhali,Kharif 2,Mug,12559,22.61,43.87,20.16,6.52,30.0,25.0,35,70.0,80,60,207.8076923076923,4613,mungbean,1,50,22,10,8.4368504387337
Pirojpur,Kharif 2,Mug,602,21.84,46.16,18.91,6.65,30.0,25.0,35,70.0,80,60,175.42564102564103,213,mungbean,1,51,22,10,5.365976015021851
Rajbari,Kharif 2,Mug,150,20.82,48.18,21.64,7.01,30.0,25.0,35,70.0,80,60,155.864898989899,60,mungbean,1,52,22,10,4.110873864173311
Rajshahi,Kharif 2,Mug,8557,19.45,46.34,19.53,6.88,30.0,25.0,35,70.0,80,60,124.92,3746,mungbean,1,53,22,10,8.228710798793687
Rangpur,Kharif 2,Mug,46,19.92,45.78,19.31,6.78,30.0,25.0,35,70.0,80,60,179.6013888888889,20,mungbean,1,55,22,10,3.044522437723423
Satkhira,Kharif 2,Mug,30,20.26,42.98,20.73,6.6,30.0,25.0,35,70.0,80,60,140.35353535353536,8,mungbean,1,56,22,10,2.1972245773362196
Shariatpur,Kharif 2,Mug,215,21.73,48.19,19.68,6.75,30.0,25.0,35,70.0,80,60,155.864898989899,108,mungbean,1,57,22,10,4.6913478822291435
Sherpur,Kharif 2,Mug,11,23.09,52.26,19.11,6.73,30.0,25.0,35,70.0,80,60,181.08838383838383,4,mungbean,1,58,22,10,1.6094379124341003
Sirajganj,Kharif 2,Mug,19,21.49,47.33,21.86,6.92,30.0,25.0,35,70.0,80,60,142.85416666666666,6,mungbean,1,59,22,10,1.9459101490553132
Sylhet,Kharif 2,Mug,9,21.55,49.25,19.91,6.82,30.0,25.0,35,70.0,80,60,333.72557471264366,2,mungbean,1,61,22,10,1.0986122886681098
Tangail,Kharif 2,Mug,2,22.5,43.68,20.65,6.65,30.0,25.0,35,70.0,80,60,153.4104938271605,1,mungbean,1,62,22,10,0.6931471805599453
Thakurgaon,Kharif 2,Mug,171,20.22,52.11,17.93,6.87,30.0,25.0,35,70.0,80,60,154.21843434343435,52,mungbean,1,63,22,10,3.970291913552122
Bagerhat,Kharif 1,Ripe Papaya,90,49.48,59.77,51.48,6.72,30.0,25.0,35,80.0,90,70,144.96843434343435,1026,papaya,0,0,23,12,6.934397209928558
Bandarban,Kharif 1,Ripe Papaya,100,49.92,64.83,46.87,6.52,30.0,25.0,35,80.0,90,70,243.94444444444449,2180,papaya,0,1,23,12,7.687538766201629
Barguna,Kharif 1,Ripe Papaya,150,47.53,56.45,52.51,6.66,30.0,25.0,35,80.0,90,70,207.8076923076923,566,papaya,0,2,23,12,6.340359303727752
Barishal,Kharif 1,Ripe Papaya,170,51.82,65.49,47.15,6.76,30.0,25.0,35,80.0,90,70,175.42564102564103,2330,papaya,0,3,23,12,7.754052639035757
Bhola,Kharif 1,Ripe Papaya,62,49.52,61.8,52.12,6.92,30.0,25.0,35,80.0,90,70,185.23090277777777,952,papaya,0,4,23,12,6.859614903654202
Bogura,Kharif 1,Ripe Papaya,277,51.14,61.01,53.36,6.7,30.0,25.0,35,80.0,90,70,142.85416666666666,4862,papaya,0,5,23,12,8.489410810403786
Brahmanbaria,Kharif 1,Ripe Papaya,39,47.22,59.88,52.63,6.5,30.0,25.0,35,80.0,90,70,185.7563131313132,569,papaya,0,6,23,12,6.345636360828596
Chandpur,Kharif 1,Ripe Papaya,191,48.57,58.17,50.79,6.75,30.0,25.0,35,80.0,90,70,168.796875,1682,papaya,0,7,23,12,7.428333194190806
Chapai Nawabganj,Kharif 1,Ripe Papaya,86,52.04,63.3,49.35,6.76,30.0,25.0,35,80.0,90,70,124.92,1375,papaya,0,8,23,12,7.226936018493289
Chattogram,Kharif 1,Ripe Papaya,200,48.76,59.55,48.31,6.78,30.0,25.0,35,80.0,90,70,243.94444444444449,2739,papaya,0,9,23,12,7.9157131993821155
Chuadanga,Kharif 1,Ripe Papaya,69,55.05,52.08,54.46,6.93,30.0,25.0,35,80.0,90,70,129.44444444444446,1939,papaya,0,10,23,12,7.570443252057374
CoxsBazar,Kharif 1,Ripe Papaya,100,48.68,55.09,47.94,6.95,30.0,25.0,35,80.0,90,70,303.40277777777777,4086,papaya,0,11,23,12,8.315566483564277
Cumilla,Kharif 1,Ripe Papaya,190,50.55,58.39,46.93,6.62,30.0,25.0,35,80.0,90,70,185.7563131313132,2409,papaya,0,12,23,12,7.787382026484701
Dhaka,Kharif 1,Ripe Papaya,160,52.67,60.15,52.04,6.62,30.0,25.0,35,80.0,90,70,169.94262295081967,1614,papaya,0,13,23,12,7.387090235656757
Dinajpur,Kharif 1,Ripe Papaya,158,45.64,58.85,47.65,6.53,30.0,25.0,35,80.0,90,70,154.21843434343435,2472,papaya,0,14,23,12,7.813187267521416
Faridpur,Kharif 1,Ripe Papaya,55,44.61,63.37,47.19,6.88,30.0,25.0,35,80.0,90,70,155.864898989899,1089,papaya,0,15,23,12,6.993932975223189
Feni,Kharif 1,Ripe Papaya,60,45.31,52.14,45.71,7.03,30.0,25.0,35,80.0,90,70,248.1727642276423,492,papaya,0,16,23,12,6.20050917404269
Gaibandha,Kharif 1,Ripe Papaya,147,53.66,59.56,48.59,6.68,30.0,25.0,35,80.0,90,70,179.6013888888889,1525,papaya,0,17,23,12,7.330405211844402
Gazipur,Kharif 1,Ripe Papaya,200,48.23,52.61,49.79,6.69,30.0,25.0,35,80.0,90,70,169.94262295081967,1719,papaya,0,18,23,12,7.450079569807499
Gopalganj,Kharif 1,Ripe Papaya,114,57.54,61.74,50.77,7.04,30.0,25.0,35,80.0,90,70,155.864898989899,1064,papaya,0,19,23,12,6.970730078143525
Habiganj,Kharif 1,Ripe Papaya,20,48.19,58.72,52.9,6.84,30.0,25.0,35,80.0,90,70,333.72557471264366,510,papaya,0,20,23,12,6.236369590203704
Jamalpur,Kharif 1,Ripe Papaya,155,50.43,60.54,51.62,6.83,30.0,25.0,35,80.0,90,70,181.08838383838383,3255,papaya,0,21,23,12,8.08825472712243
Jashore,Kharif 1,Ripe Papaya,150,54.5,55.99,49.47,6.5,30.0,25.0,35,80.0,90,70,134.2247474747475,3307,papaya,0,22,23,12,8.104099056143582
Jhallokati,Kharif 1,Ripe Papaya,130,55.88,63.58,49.44,6.88,30.0,25.0,35,80.0,90,70,175.42564102564103,1318,papaya,0,23,23,12,7.1846291527173145
Jhenaidah,Kharif 1,Ripe Papaya,107,56.05,62.74,51.57,6.55,30.0,25.0,35,80.0,90,70,134.2247474747475,1190,papaya,0,24,23,12,7.0825485693553
Joypurhat,Kharif 1,Ripe Papaya,47,53.5,61.12,53.86,6.51,30.0,25.0,35,80.0,90,70,142.85416666666666,563,papaya,0,25,23,12,6.335054251498059
Khagrachari,Kharif 1,Ripe Papaya,150,52.94,58.59,50.42,6.67,30.0,25.0,35,80.0,90,70,204.11111111111111,2404,papaya,0,26,23,12,7.785305182539862
Khulna,Kharif 1,Ripe Papaya,200,51.65,61.1,48.63,6.62,30.0,25.0,35,80.0,90,70,144.96843434343435,1099,papaya,0,27,23,12,7.003065458786462
Kishoreganj,Kharif 1,Ripe Papaya,90,52.21,56.55,47.06,6.7,30.0,25.0,35,80.0,90,70,181.08838383838383,1167,papaya,0,28,23,12,7.0630481633881725
Kurigram,Kharif 1,Ripe Papaya,70,48.23,62.08,45.7,6.45,30.0,25.0,35,80.0,90,70,179.6013888888889,1073,papaya,0,29,23,12,6.97914527506881
Kushtia,Kharif 1,Ripe Papaya,126,47.43,64.89,52.04,6.93,30.0,25.0,35,80.0,90,70,129.44444444444446,5518,papaya,0,30,23,12,8.615951963439501
Lakshmipur,Kharif 1,Ripe Papaya,165,49.87,62.84,51.78,6.97,30.0,25.0,35,80.0,90,70,185.7563131313132,3564,papaya,0,31,23,12,8.178919332848396
Lalmonirhat,Kharif 1,Ripe Papaya,75,49.37,56.47,51.77,6.35,30.0,25.0,35,80.0,90,70,179.6013888888889,773,papaya,0,32,23,12,6.651571873589727
Madaripur,Kharif 1,Ripe Papaya,134,48.52,60.33,49.65,6.94,30.0,25.0,35,80.0,90,70,160.41666666666666,1095,papaya,0,33,23,12,6.999422467507961
Magura,Kharif 1,Ripe Papaya,95,51.96,54.47,54.26,6.58,30.0,25.0,35,80.0,90,70,134.2247474747475,2449,papaya,0,34,23,12,7.803843303538772
Manikganj,Kharif 1,Ripe Papaya,110,52.74,61.08,48.59,6.91,30.0,25.0,35,80.0,90,70,169.94262295081967,1519,papaya,0,35,23,12,7.326465613840322
Meherpur,Kharif 1,Ripe Papaya,55,50.14,60.65,52.91,6.73,30.0,25.0,35,80.0,90,70,129.44444444444446,1590,papaya,0,36,23,12,7.372118028337787
Moulvibazar,Kharif 1,Ripe Papaya,45,54.3,52.43,49.92,6.75,30.0,25.0,35,80.0,90,70,333.72557471264366,919,papaya,0,37,23,12,6.824373670043086
Munshiganj,Kharif 1,Ripe Papaya,92,46.46,54.93,48.21,6.7,30.0,25.0,35,80.0,90,70,169.94262295081967,516,papaya,0,38,23,12,6.248042874508429
Mymensingh,Kharif 1,Ripe Papaya,400,49.3,58.05,51.82,6.99,30.0,25.0,35,80.0,90,70,181.08838383838383,4798,papaya,0,39,23,12,8.476162841858246
Naogaon,Kharif 1,Ripe Papaya,70,47.73,57.98,51.27,6.49,30.0,25.0,35,80.0,90,70,124.92,1556,papaya,0,40,23,12,7.350516171833998
Narail,Kharif 1,Ripe Papaya,29,44.29,54.76,51.11,6.86,30.0,25.0,35,80.0,90,70,134.2247474747475,1388,papaya,0,41,23,12,7.236339342754344
Narayanganj,Kharif 1,Ripe Papaya,57,49.63,60.43,50.28,6.96,30.0,25.0,35,80.0,90,70,169.94262295081967,931,papaya,0,42,23,12,6.837332814685591
Narsingdi,Kharif 1,Ripe Papaya,147,49.52,59.94,49.93,6.88,30.0,25.0,35,80.0,90,70,169.94262295081967,1471,papaya,0,43,23,12,7.294377299288821
Natore,Kharif 1,Ripe Papaya,330,54.41,58.36,57.21,7.21,30.0,25.0,35,80.0,90,70,124.92,8135,papaya,0,44,23,12,9.004053937728395
Netrokona,Kharif 1,Ripe Papaya,60,51.77,56.37,53.6,6.63,30.0,25.0,35,80.0,90,70,181.08838383838383,950,papaya,0,45,23,12,6.85751406254539
Nilphamari,Kharif 1,Ripe Papaya,72,46.81,62.77,52.21,6.93,30.0,25.0,35,80.0,90,70,179.6013888888889,1383,papaya,0,46,23,12,7.232733136177615
Noakhali,Kharif 1,Ripe Papaya,150,55.43,64.92,50.38,6.72,30.0,25.0,35,80.0,90,70,185.7563131313132,2146,papaya,0,47,23,12,7.671826797878781
Pabna,Kharif 1,Ripe Papaya,399,53.53,57.34,53.06,6.99,30.0,25.0,35,80.0,90,70,124.92,4537,papaya,0,48,23,12,8.420241665339788
Panchagar,Kharif 1,Ripe Papaya,65,51.62,56.88,51.6,6.74,30.0,25.0,35,80.0,90,70,154.21843434343435,1270,papaya,0,49,23,12,7.147559271189454
Patuakhali,Kharif 1,Ripe Papaya,120,49.2,60.79,50.12,6.66,30.0,25.0,35,80.0,90,70,207.8076923076923,291,papaya,0,50,23,12,5.676753802268282
Pirojpur,Kharif 1,Ripe Papaya,52,47.01,57.78,49.13,7.0,30.0,25.0,35,80.0,90,70,175.42564102564103,900,papaya,0,51,23,12,6.803505257608338
Rajbari,Kharif 1,Ripe Papaya,90,48.77,58.56,49.8,6.64,30.0,25.0,35,80.0,90,70,155.864898989899,2001,papaya,0,52,23,12,7.601901959875166
Rajshahi,Kharif 1,Ripe Papaya,175,53.14,61.67,40.52,6.45,30.0,25.0,35,80.0,90,70,124.92,2881,papaya,0,53,23,12,7.966239776559467
Rangamati,Kharif 1,Ripe Papaya,300,55.52,52.29,50.67,6.64,30.0,25.0,35,80.0,90,70,204.11111111111111,4638,papaya,0,54,23,12,8.442254104751743
Rangpur,Kharif 1,Ripe Papaya,100,54.5,63.72,48.57,6.87,30.0,25.0,35,80.0,90,70,179.6013888888889,1482,papaya,0,55,23,12,7.301822342137932
Satkhira,Kharif 1,Ripe Papaya,200,48.42,59.31,54.82,7.02,30.0,25.0,35,80.0,90,70,140.35353535353536,1693,papaya,0,56,23,12,7.434847875211999
Shariatpur,Kharif 1,Ripe Papaya,120,46.53,57.59,50.1,6.76,30.0,25.0,35,80.0,90,70,155.864898989899,1929,papaya,0,57,23,12,7.5652752818989315
Sherpur,Kharif 1,Ripe Papaya,115,50.3,58.73,46.47,7.01,30.0,25.0,35,80.0,90,70,181.08838383838383,1049,papaya,0,58,23,12,6.956545443151569
Sirajganj,Kharif 1,Ripe Papaya,180,44.59,58.92,49.89,6.47,30.0,25.0,35,80.0,90,70,142.85416666666666,2881,papaya,0,59,23,12,7.966239776559467
Sunamganj,Kharif 1,Ripe Papaya,60,50.85,52.92,46.9,6.65,30.0,25.0,35,80.0,90,70,333.72557471264366,470,papaya,0,60,23,12,6.154858094016418
Sylhet,Kharif 1,Ripe Papaya,55,49.44,64.35,51.46,6.68,30.0,25.0,35,80.0,90,70,333.72557471264366,606,papaya,0,61,23,12,6.408528791059498
Tangail,Kharif 1,Ripe Papaya,390,48.49,59.2,50.91,6.72,30.0,25.0,35,80.0,90,70,153.4104938271605,5273,papaya,0,62,23,12,8.570544366913232
Thakurgaon,Kharif 1,Ripe Papaya,44,45.11,60.62,52.92,6.76,30.0,25.0,35,80.0,90,70,154.21843434343435,580,papaya,0,63,23,12,6.364750756851911
Bagerhat,Rabi,Wheat,259,82.35,50.3,37.98,6.56,17.75,15.5,20,55.0,60,50,144.96843434343435,200,rice,2,0,24,15,5.303304908059076
